1
1000 100000
2 690 2
738 522 1
285 635 1
706 492 2
660 461 2
707 640 2
226 979 2
803 71 1
390 232 1
640 182 2
247 921 1
873 265 1
196 205 1
489 492 1
856 346 2
975 317 2
516 455 1
46 613 1
998 1000 2
895 209 2
196 364 2
36 816 2
856 156 1
127 29 1
345 466 2
248 31 1
637 663 2
144 460 2
696 281 1
181 672 2
812 510 2
416 222 2
661 25 2
358 570 2
926 549 2
865 428 2
786 105 1
676 618 1
252 134 2
443 610 2
47 603 2
216 572 1
201 27 1
380 941 2
224 435 1
807 174 2
297 928 2
934 70 1
402 544 1
810 51 2
293 452 1
313 845 2
482 796 2
809 37 2
929 785 2
811 429 2
15 404 2
145 562 1
360 531 1
241 603 1
43 123 2
792 325 2
342 629 2
668 736 2
61 897 1
978 551 1
599 709 2
731 977 2
938 278 1
461 48 2
550 460 1
411 135 2
700 366 2
375 240 2
108 236 1
624 558 1
893 32 2
584 2 1
609 859 2
479 32 1
764 43 2
290 46 1
493 988 1
131 196 1
946 319 1
58 480 2
622 270 2
909 27 2
194 898 2
712 104 1
15 586 1
354 669 1
215 587 2
842 575 1
525 907 1
360 179 1
913 300 1
309 501 2
782 583 1
801 181 2
865 493 1
556 961 2
839 667 2
395 335 1
165 921 1
10 815 2
539 943 2
169 603 2
840 282 2
798 687 2
676 232 1
823 127 2
535 92 2
548 741 1
815 268 1
514 265 2
59 79 1
642 624 1
340 90 2
748 242 1
962 448 2
239 849 1
130 336 1
185 179 1
323 415 1
225 935 2
1000 568 1
420 403 2
327 758 1
445 374 2
3 27 1
149 69 2
960 669 2
810 245 1
662 306 2
861 870 2
228 614 2
41 355 2
35 103 2
186 361 2
557 548 2
334 739 2
875 460 1
717 716 1
225 141 2
591 609 1
941 156 1
570 882 1
606 674 1
209 35 1
906 297 1
915 489 2
853 409 2
286 380 1
401 529 2
532 15 2
128 369 2
734 213 1
721 672 1
951 545 2
728 734 2
836 166 2
410 822 1
689 194 2
689 163 2
184 82 2
479 614 2
292 138 2
647 833 2
898 360 1
397 618 2
265 186 1
102 567 2
200 870 1
510 848 2
829 751 2
317 234 2
696 492 2
614 7 1
820 760 2
281 507 1
539 169 2
236 243 1
509 829 1
788 406 1
510 252 2
225 169 1
678 539 1
731 923 1
39 304 1
219 592 1
972 346 1
680 39 2
953 482 1
382 764 1
200 889 1
957 11 2
258 394 1
256 321 2
760 415 2
540 296 1
95 589 2
545 500 2
552 656 1
266 146 1
957 909 2
322 618 1
941 941 2
923 744 2
558 983 2
839 804 1
669 696 1
649 272 1
804 231 2
727 911 1
939 528 1
353 227 2
270 926 2
107 648 2
516 784 1
894 41 2
237 19 2
256 43 1
824 54 1
377 791 1
148 890 2
1 792 2
796 452 1
288 745 1
304 697 2
218 58 2
791 549 1
657 101 2
120 732 1
796 251 2
181 249 1
199 805 1
792 639 1
664 91 2
356 245 1
214 530 1
377 366 2
136 441 1
11 478 2
759 507 2
466 63 1
375 615 1
345 963 1
851 616 1
906 248 1
709 337 1
394 45 2
849 835 2
383 896 2
640 47 1
953 537 1
161 202 1
819 771 1
795 34 2
309 149 1
479 608 2
96 308 2
244 843 2
557 470 2
69 62 2
4 343 2
405 377 2
702 819 2
563 184 1
628 293 1
289 287 2
633 696 1
932 977 2
444 75 1
496 592 1
259 543 2
364 77 2
152 994 2
396 764 1
226 990 2
198 843 2
416 998 1
509 75 1
284 1000 1
445 777 2
728 656 1
501 841 2
483 33 1
682 611 2
495 244 2
252 119 2
550 896 2
936 899 1
365 364 1
15 401 2
141 790 1
497 512 2
73 95 1
968 766 2
531 590 1
750 515 2
858 392 2
495 938 2
925 614 2
189 528 1
475 763 2
714 273 2
850 641 2
776 164 2
484 312 2
742 31 1
934 816 1
598 627 1
51 262 1
380 588 2
877 26 2
205 406 2
553 507 1
85 8 2
681 160 2
756 541 1
273 542 1
440 592 1
596 786 2
200 651 2
493 989 2
978 702 2
100 480 1
969 249 2
340 711 2
380 915 2
567 990 2
465 905 2
37 928 2
956 385 2
109 381 1
310 923 2
33 177 1
660 792 1
845 342 2
311 293 2
214 524 1
359 534 2
476 228 2
661 122 1
957 182 1
217 368 1
415 170 1
451 94 2
996 294 1
667 775 2
245 952 2
803 841 1
67 31 1
317 329 1
894 73 1
757 523 2
791 806 2
753 819 1
116 398 2
218 606 1
940 406 2
168 476 1
343 554 2
592 494 1
883 601 2
832 786 2
745 26 1
990 819 2
618 980 2
874 708 1
599 618 2
260 186 1
624 589 1
851 557 1
225 23 2
233 130 2
166 106 1
980 298 1
1000 160 2
737 444 2
102 336 1
390 78 2
560 862 1
937 245 1
858 421 2
220 938 2
426 235 2
783 917 1
3 520 1
938 408 1
492 355 1
242 14 1
830 883 1
794 72 2
949 204 1
852 457 1
956 165 1
816 625 2
829 564 1
555 116 2
907 489 1
913 912 2
804 263 1
669 325 2
708 353 1
879 489 1
855 369 1
332 743 1
883 659 1
524 136 2
118 15 2
50 577 1
387 321 2
629 324 2
21 545 2
12 913 1
47 867 2
758 644 1
319 674 1
334 369 1
621 436 2
168 154 2
245 233 1
787 46 1
954 223 1
649 346 2
315 732 2
345 842 1
101 923 1
166 810 1
213 225 1
563 304 2
139 381 1
910 225 1
217 645 1
95 372 1
142 687 1
799 431 1
231 592 2
456 867 2
365 987 1
659 451 2
537 54 1
653 533 1
337 547 2
810 102 1
604 481 1
684 160 1
547 232 1
120 367 2
716 663 1
275 413 1
667 835 1
709 659 1
821 231 2
231 186 1
631 884 1
952 318 1
142 873 1
76 260 2
714 511 1
313 660 1
356 910 2
73 487 2
579 415 2
70 928 1
972 889 1
466 849 1
828 685 1
807 102 1
56 474 2
1 826 1
307 262 1
573 254 2
810 64 1
772 966 2
766 420 2
768 126 2
787 602 2
180 405 2
545 62 1
379 684 1
759 914 1
856 637 1
316 178 2
979 640 1
234 689 2
183 266 1
450 586 2
194 667 1
646 697 1
7 936 2
443 507 2
899 392 2
537 736 1
766 896 1
491 618 1
784 879 2
377 631 1
562 454 1
731 562 1
51 946 2
557 886 1
821 380 2
646 422 2
591 407 2
621 778 2
489 856 2
580 716 1
99 632 1
456 628 1
832 84 2
176 482 1
573 288 1
192 536 1
849 430 2
110 5 1
345 782 2
581 843 1
850 839 2
286 704 2
417 577 1
948 910 2
70 253 2
113 308 2
550 632 1
448 384 1
24 255 1
761 35 1
334 461 2
25 568 1
41 257 2
187 662 2
600 668 1
960 330 2
572 298 2
448 991 1
651 790 1
512 758 1
311 443 1
111 734 2
368 834 1
492 440 2
600 100 1
691 34 2
740 954 1
913 162 2
689 968 1
590 76 1
142 596 2
985 434 1
385 348 2
308 572 2
463 795 1
768 267 1
282 653 2
446 180 1
915 237 2
639 551 1
881 705 1
266 432 1
440 925 2
350 879 1
534 11 1
983 879 2
797 191 2
379 284 1
426 698 1
78 639 2
715 237 2
790 933 1
664 292 1
681 591 2
189 579 1
991 136 1
143 960 2
775 581 1
510 990 2
470 777 2
312 917 1
605 520 2
867 850 2
361 934 1
686 600 1
947 585 2
55 32 1
635 739 2
288 912 1
761 911 2
864 703 2
939 573 1
885 562 2
980 3 2
494 480 1
184 564 2
919 725 1
661 403 2
366 944 1
805 143 1
198 108 2
767 652 1
915 175 2
842 269 2
54 91 2
118 980 2
366 903 1
385 796 1
47 94 1
915 737 1
924 355 2
920 522 1
51 467 1
179 32 1
778 486 1
703 177 2
929 663 1
961 956 1
775 598 1
595 277 1
813 373 1
365 574 1
140 428 2
381 460 1
934 905 1
840 886 1
913 595 2
954 465 1
64 291 1
714 161 2
794 547 2
757 646 2
644 798 1
466 261 1
163 900 2
28 235 2
175 993 1
477 341 2
946 707 1
641 645 1
364 352 2
701 149 2
765 958 2
975 784 2
280 323 1
164 122 1
11 11 1
426 226 1
879 177 1
618 913 2
899 857 2
199 875 2
882 659 2
412 321 1
327 458 1
210 227 1
5 759 2
162 445 1
427 496 1
975 805 2
545 137 2
45 496 1
292 435 2
401 587 2
356 859 2
849 350 1
429 664 2
369 532 2
555 906 2
406 900 2
21 304 1
406 369 1
533 654 1
826 134 2
848 79 1
991 575 2
448 894 1
897 209 2
77 105 2
652 257 2
796 229 1
258 938 1
489 571 2
442 132 1
917 736 2
515 101 1
590 456 2
803 335 2
214 922 1
779 49 1
470 325 2
983 91 1
991 469 1
588 165 2
988 158 2
892 920 1
38 275 1
74 612 2
284 76 1
299 701 2
2 806 1
602 411 2
150 474 1
179 632 2
777 951 2
143 117 2
591 415 2
177 996 2
384 815 2
498 904 1
332 88 1
20 659 2
757 65 1
550 292 2
550 965 1
436 579 1
16 816 2
473 527 2
582 144 1
485 259 2
101 564 1
800 33 1
142 46 2
473 676 1
637 113 1
47 254 1
547 421 1
352 73 1
191 798 2
571 376 1
475 927 2
693 705 1
150 397 1
400 617 2
622 14 1
684 463 2
953 437 1
185 224 2
89 815 2
770 248 2
904 945 2
153 712 2
740 101 1
560 883 1
218 135 2
634 726 1
221 203 1
649 270 1
241 202 1
199 7 1
980 453 1
882 654 1
526 8 1
377 955 1
778 234 2
218 577 1
154 267 2
112 722 1
101 972 2
744 220 2
10 544 1
696 554 2
646 638 2
828 649 2
120 121 2
904 129 2
226 686 1
810 554 1
210 123 1
540 133 2
914 920 1
913 842 1
802 396 1
694 838 2
549 535 1
662 856 1
638 388 1
885 11 1
143 702 1
838 6 2
393 757 2
233 782 1
986 129 1
959 130 1
800 309 1
803 656 1
798 119 2
403 491 2
168 344 2
236 811 2
452 9 2
55 377 2
136 402 1
29 344 1
723 876 2
934 64 1
342 393 1
323 78 2
241 752 2
514 275 2
955 63 1
832 716 1
717 358 1
412 65 1
659 854 2
490 585 1
164 207 2
186 94 1
77 506 2
911 510 2
783 376 1
935 499 2
517 509 1
83 305 2
354 221 2
355 719 1
233 416 2
638 567 2
461 69 1
483 632 1
678 613 2
427 911 2
429 561 1
164 385 1
528 278 1
584 897 1
792 436 1
72 592 1
373 393 1
138 269 2
658 482 1
623 333 2
837 12 2
306 941 2
573 320 2
78 589 1
345 514 1
139 299 1
27 244 1
604 647 1
564 935 1
499 650 1
959 917 2
216 526 1
393 20 1
39 215 1
732 418 1
279 573 2
961 583 1
495 208 2
717 350 2
198 804 2
163 709 1
331 51 2
813 333 2
93 826 2
636 923 2
861 71 1
605 178 2
960 951 2
489 877 1
692 463 1
513 369 2
846 590 2
395 977 1
73 331 2
659 375 1
728 584 1
986 576 1
899 627 2
403 885 2
282 987 1
445 914 1
536 469 1
985 726 2
332 506 2
926 756 2
841 188 2
925 397 1
14 812 2
718 65 1
873 183 1
3 629 1
399 746 1
978 162 2
692 396 1
996 520 1
619 924 2
997 208 2
102 86 1
880 287 2
176 746 1
298 95 1
527 893 2
956 503 2
265 30 2
754 711 2
140 287 2
52 891 1
203 453 1
218 181 1
668 953 2
427 585 1
882 153 1
927 203 1
871 269 2
364 133 1
699 368 1
71 777 1
9 888 2
195 160 1
441 40 2
114 594 1
493 795 2
722 753 1
214 964 1
815 879 2
766 855 1
362 50 1
751 911 2
45 695 2
25 751 1
965 980 1
262 494 1
277 892 1
683 979 1
431 942 1
935 421 2
673 834 2
140 513 1
15 358 2
71 172 2
547 57 1
827 302 1
738 528 1
333 278 1
99 944 1
823 466 1
758 69 2
754 827 2
179 485 1
317 299 1
412 997 1
96 734 2
903 892 1
705 892 2
882 687 1
784 820 2
963 267 2
953 322 2
787 337 1
512 790 2
65 335 2
290 912 2
516 594 2
592 306 1
829 26 2
477 781 2
392 474 2
802 689 1
254 305 2
925 172 2
681 421 1
213 725 2
634 922 1
970 118 2
157 270 2
372 376 1
560 283 1
721 568 1
634 342 2
4 915 2
374 93 1
796 836 1
544 885 1
878 29 1
407 430 1
861 202 1
852 894 2
2 959 1
904 410 2
552 486 2
611 310 2
684 514 1
317 964 2
447 677 1
496 715 2
428 859 2
419 262 1
755 631 2
404 828 2
985 765 1
975 617 1
967 275 2
200 665 1
307 866 1
281 403 2
7 826 1
853 959 1
54 261 1
791 61 2
350 955 2
409 185 1
759 69 2
366 448 2
971 61 1
801 116 1
918 957 2
492 710 1
72 355 2
251 226 1
172 222 1
316 20 2
573 550 2
690 636 2
372 96 1
421 194 1
907 425 2
738 520 2
468 211 1
615 587 1
735 110 1
21 459 1
679 796 2
690 253 1
660 753 1
128 593 1
499 303 1
548 766 1
734 878 2
212 231 1
407 160 1
234 122 2
907 194 1
358 822 1
726 548 1
836 772 2
426 713 1
340 689 1
275 655 2
312 731 2
335 971 2
496 19 1
778 667 1
619 276 1
779 640 1
723 132 1
387 850 2
468 623 1
57 170 2
708 728 2
317 493 1
578 458 2
681 795 2
610 469 1
318 402 2
962 925 1
191 23 2
726 712 2
424 590 2
510 881 1
973 433 2
937 589 1
229 262 2
41 125 2
423 542 1
104 856 1
234 921 2
600 69 2
443 853 2
629 496 1
340 350 1
660 791 1
928 174 1
9 768 1
587 423 2
178 282 1
819 428 2
323 103 2
893 194 1
772 301 2
112 161 1
560 878 1
887 4 1
144 197 1
227 339 1
473 140 1
912 827 1
565 650 2
834 546 2
909 650 2
893 735 2
827 361 2
453 170 1
981 588 2
410 721 1
964 728 1
540 608 1
91 250 1
985 767 1
141 516 2
557 696 2
717 774 1
651 544 2
117 574 2
635 818 2
288 697 2
333 139 1
682 94 2
223 646 2
466 704 2
355 346 1
866 193 1
142 283 2
777 394 1
646 507 2
254 76 1
180 114 2
88 327 1
457 992 1
896 594 1
509 887 1
557 471 1
363 470 2
463 560 1
788 814 1
714 992 2
583 109 2
476 520 1
496 935 2
288 963 2
141 592 2
59 97 2
899 988 1
284 956 2
370 329 2
919 1 2
621 781 1
566 291 1
420 284 1
458 784 1
727 856 1
106 219 2
444 473 2
228 31 2
769 460 2
375 70 1
744 61 1
981 780 2
415 153 2
746 359 1
168 310 2
765 283 2
971 975 1
621 984 1
434 110 1
187 324 2
725 353 2
742 942 2
691 745 1
176 428 1
769 622 2
141 788 1
291 813 1
528 3 2
700 181 1
789 13 2
239 502 1
694 823 2
332 670 2
533 826 2
577 234 1
16 931 1
973 157 1
220 470 2
677 851 2
430 209 1
120 43 2
159 693 1
733 842 1
182 932 1
165 43 2
892 81 1
292 34 2
116 928 2
369 268 1
105 876 2
46 740 1
486 827 1
631 439 2
19 580 1
73 869 1
200 717 1
956 949 1
688 142 2
636 625 1
390 804 1
736 857 1
685 846 1
858 726 2
285 495 2
307 633 2
5 126 2
857 377 1
561 649 1
278 930 1
350 979 2
501 926 2
89 585 1
372 276 2
421 668 2
744 117 1
464 6 2
400 102 2
909 53 1
501 861 2
660 211 1
61 302 1
122 218 2
833 52 2
316 446 2
810 289 2
429 872 1
646 226 1
465 568 2
151 413 1
483 732 1
752 524 2
561 943 1
494 241 2
220 250 2
941 690 1
979 66 1
10 496 1
664 338 2
875 515 1
907 753 1
330 556 2
297 347 1
412 131 1
101 214 1
812 49 1
802 785 2
565 727 1
916 974 1
316 169 1
40 184 1
502 810 2
279 462 1
796 476 1
238 574 1
447 779 1
931 4 2
24 358 1
768 786 1
17 81 2
753 46 2
23 514 2
384 584 2
995 327 2
780 911 1
625 251 2
823 751 2
452 16 1
490 740 2
625 923 2
956 400 1
806 774 2
915 373 1
741 378 1
119 267 1
151 259 1
574 881 2
195 53 2
663 936 1
238 239 1
994 393 2
387 397 1
684 723 1
375 78 1
414 536 2
220 61 2
294 813 1
22 749 1
651 686 1
586 518 2
511 56 1
858 339 1
480 64 2
658 137 2
891 297 1
170 216 1
271 465 2
265 602 1
71 892 2
145 420 2
813 479 1
156 750 2
136 6 2
291 699 2
972 91 1
14 126 1
47 494 1
721 334 1
851 608 2
1 484 2
454 710 2
449 231 1
13 24 1
108 46 1
383 996 1
977 189 1
566 924 2
21 248 1
68 650 1
654 739 2
690 606 1
973 204 2
559 607 1
107 494 1
262 765 1
922 768 1
21 665 2
300 668 2
136 373 2
904 773 1
875 388 1
355 57 1
629 896 2
26 667 1
204 952 2
905 702 2
379 931 1
121 739 1
109 349 1
592 730 1
368 805 1
597 33 1
754 463 2
325 291 1
890 941 2
708 487 1
580 377 1
617 424 1
151 68 2
884 629 1
16 804 2
172 816 1
678 472 1
91 571 2
154 62 2
48 886 2
519 2 2
841 435 2
592 13 2
47 830 2
188 719 1
605 648 1
943 488 1
751 354 1
566 575 2
463 632 1
842 573 1
291 905 1
989 451 2
8 838 1
850 721 2
258 81 2
340 566 1
254 405 2
122 142 1
856 79 1
417 979 2
35 743 2
115 302 2
113 886 1
496 42 1
775 378 1
574 988 2
456 448 1
443 688 1
836 228 2
235 432 2
957 235 1
242 417 2
758 696 2
963 454 1
551 384 1
862 183 2
953 113 1
300 766 2
443 158 1
770 704 2
869 526 2
355 594 2
259 677 1
614 777 2
179 798 2
187 915 2
810 981 1
547 64 2
109 401 1
41 103 2
583 942 2
44 687 1
409 685 1
299 460 1
819 151 2
888 58 1
327 542 1
256 930 1
29 579 2
259 539 2
851 994 2
948 339 2
29 10 1
186 637 2
46 160 1
450 762 1
14 247 2
841 117 1
490 761 2
121 157 2
774 118 1
285 221 2
747 468 2
705 387 1
807 506 1
654 574 1
330 4 1
673 754 1
291 808 2
722 916 1
783 149 1
531 844 1
261 631 2
356 749 1
898 298 1
790 183 1
588 651 1
822 702 1
174 351 2
763 712 1
637 757 2
611 168 1
647 680 2
703 180 2
802 801 1
641 602 2
551 275 2
284 673 1
760 466 2
447 484 2
94 762 1
808 152 2
992 756 1
636 58 1
304 873 2
446 121 2
144 425 2
123 540 1
981 610 1
328 837 2
69 500 2
771 911 1
404 607 2
285 116 2
164 799 2
929 32 1
589 257 2
948 432 1
141 784 1
365 265 1
550 203 1
214 432 2
364 215 2
881 571 2
796 155 2
719 457 1
711 667 2
2 565 1
548 7 2
738 251 1
661 551 2
517 38 2
439 437 2
121 110 1
12 817 1
968 761 1
101 561 2
862 979 1
745 491 2
692 660 2
6 739 2
431 45 2
924 370 2
391 774 1
298 715 2
130 640 1
984 254 1
596 361 1
295 548 2
117 625 2
374 276 1
549 209 1
961 61 1
172 62 2
395 402 2
97 443 1
804 761 1
359 167 2
738 391 1
187 137 1
387 517 1
184 17 1
624 569 1
668 585 2
763 441 1
804 54 1
475 533 1
357 949 2
909 164 1
196 59 2
548 577 1
252 227 2
298 424 2
837 131 2
795 284 1
221 695 2
288 526 2
661 286 1
999 204 2
744 172 1
742 315 2
37 342 1
339 324 2
522 964 2
528 722 1
744 582 2
298 512 1
430 810 1
28 636 1
346 816 2
272 978 1
690 709 1
496 711 1
699 449 1
421 906 2
491 547 2
315 234 1
796 785 2
951 924 1
12 58 2
218 118 1
636 280 1
259 71 2
862 147 2
833 662 2
27 697 2
248 488 1
180 398 1
790 258 1
599 603 1
968 494 1
159 430 1
701 831 1
973 192 1
818 156 2
805 407 1
45 89 1
380 127 2
218 314 2
177 47 1
6 946 2
235 648 1
258 975 2
362 330 2
789 679 2
542 875 2
91 408 2
796 200 1
282 18 2
159 556 1
795 271 2
553 591 2
467 796 1
935 980 1
453 817 1
724 845 2
483 144 2
821 566 2
359 127 1
324 313 1
384 281 1
212 890 2
375 160 2
634 481 2
471 338 1
553 725 1
190 971 1
804 694 1
613 861 2
314 797 1
828 439 1
863 600 2
68 825 1
801 701 1
656 297 2
310 843 1
118 726 2
488 578 2
488 165 1
897 412 2
20 449 2
652 808 1
122 428 2
381 38 2
649 690 1
437 688 2
598 280 2
598 121 1
1000 932 1
810 761 2
99 272 2
855 588 2
25 85 1
779 466 1
843 164 2
81 470 1
755 583 2
761 482 1
37 829 2
259 42 1
454 343 2
541 30 1
316 389 2
835 681 2
270 315 2
247 836 1
683 588 2
668 83 1
361 375 1
89 270 2
699 745 2
437 376 1
332 514 1
317 712 2
692 789 2
532 714 1
335 844 1
712 67 2
378 981 2
110 305 2
439 691 1
397 598 2
245 165 2
480 790 1
681 375 2
306 644 1
628 934 2
466 894 1
934 552 1
872 479 2
731 797 2
880 959 2
199 469 1
844 34 2
809 610 2
351 751 2
775 944 2
80 769 2
420 311 2
980 745 2
717 410 2
482 102 1
397 910 1
905 295 2
470 947 1
99 908 1
889 274 1
433 920 1
565 746 1
959 387 1
434 218 2
77 88 1
44 650 1
170 626 1
309 270 2
805 93 2
493 553 2
108 951 2
763 775 2
803 970 2
352 310 2
269 296 2
274 681 1
924 149 1
812 226 1
164 425 2
241 753 2
67 136 2
322 145 1
121 349 1
180 113 1
29 828 1
637 949 1
819 701 1
323 659 1
935 688 1
295 806 1
786 559 2
510 282 2
869 600 2
130 971 2
59 791 2
358 447 2
823 753 1
131 11 2
445 227 1
446 232 2
68 567 2
666 979 1
515 425 1
974 796 1
755 468 1
463 95 1
852 16 2
819 644 1
75 605 2
169 115 2
336 315 2
691 693 2
847 996 1
547 802 1
436 332 1
83 442 1
308 957 1
866 951 2
979 819 2
577 155 2
112 785 1
177 521 2
228 66 2
538 927 1
81 281 1
732 42 2
199 476 1
236 297 2
47 324 1
207 703 2
692 703 1
724 446 2
996 877 1
909 568 1
26 705 2
828 323 2
518 832 1
138 202 1
336 466 1
241 881 1
967 10 1
683 547 2
285 861 2
767 230 2
634 924 1
532 333 1
83 949 1
106 602 2
474 762 1
160 913 1
289 692 2
123 270 1
249 104 2
765 857 1
658 339 1
679 639 2
168 377 1
305 665 1
655 750 2
998 203 1
59 765 2
819 890 2
12 222 1
806 450 1
70 925 2
82 491 1
791 983 1
994 716 2
540 378 1
228 528 1
16 931 1
604 704 1
875 947 2
309 724 1
977 829 2
802 153 2
721 990 1
877 906 2
549 831 1
964 288 1
561 22 2
994 202 1
146 556 1
493 816 1
512 581 2
984 398 2
221 290 2
584 386 1
705 842 2
989 624 1
398 959 1
48 153 1
817 663 2
770 463 2
261 623 1
859 620 2
582 134 2
829 38 1
593 165 1
553 489 1
249 575 1
480 735 1
325 671 2
437 330 1
648 670 2
202 273 2
248 202 1
119 927 2
671 7 1
930 715 2
987 812 1
893 466 1
859 684 1
611 959 1
525 364 2
997 8 1
825 640 1
828 527 2
515 950 1
333 525 2
766 222 1
680 365 1
195 399 2
342 969 2
607 256 1
516 319 1
945 247 2
449 946 1
934 42 2
875 579 1
716 924 1
893 401 1
17 843 2
146 494 2
181 952 2
331 822 1
242 922 2
510 653 2
617 778 1
713 388 2
830 755 1
425 492 2
92 624 1
20 272 1
815 328 2
827 341 1
977 645 2
137 474 1
406 366 1
143 281 2
629 94 2
972 277 2
43 596 2
577 913 2
498 520 1
182 823 1
597 590 2
968 26 1
946 913 1
995 199 2
884 646 1
874 984 2
21 996 2
540 69 1
279 130 1
553 181 2
769 468 2
863 578 2
706 495 1
375 923 1
32 587 1
902 178 2
297 478 1
602 756 2
724 583 1
825 798 1
652 437 2
813 950 2
761 199 2
628 774 2
205 216 1
254 918 2
552 53 1
669 393 2
155 592 1
691 862 2
931 41 2
472 787 2
515 998 2
659 201 1
271 981 1
479 281 1
659 293 1
425 535 2
90 972 2
1000 729 2
779 361 2
555 744 2
246 81 1
273 651 1
666 468 2
796 651 1
754 258 1
41 324 2
487 634 2
919 146 2
323 743 1
991 569 2
784 268 2
994 526 2
699 404 2
212 478 2
916 717 1
153 319 1
424 690 1
527 161 2
203 597 1
69 205 2
20 865 2
443 967 2
51 526 1
492 943 2
680 923 1
210 917 2
948 270 1
724 748 2
760 62 1
922 568 2
953 415 1
852 350 1
101 240 2
190 795 1
334 291 2
30 430 2
496 866 1
984 608 2
1 782 2
954 232 2
963 124 1
951 553 2
899 62 2
938 322 2
793 910 2
29 116 2
659 919 2
998 259 1
42 432 1
116 415 2
235 859 2
60 891 1
220 456 2
573 696 2
847 779 2
176 258 2
344 479 2
215 997 1
95 279 2
939 590 1
555 896 1
53 468 1
120 283 2
145 349 1
547 462 1
323 975 2
968 285 1
622 340 1
847 444 1
722 592 2
8 524 1
355 933 1
700 398 2
573 621 2
349 927 1
557 279 1
387 621 2
997 395 2
611 998 2
742 687 2
170 686 2
662 60 2
173 550 1
471 812 2
931 723 2
52 849 1
315 917 1
402 500 1
15 472 1
388 160 1
747 167 2
679 288 1
90 175 2
479 535 1
952 857 1
312 568 1
14 845 1
303 922 1
350 658 2
914 399 2
910 742 1
186 417 1
360 151 1
222 410 2
937 864 1
732 221 1
52 259 1
364 208 1
682 296 1
404 769 2
800 788 2
311 773 2
348 64 1
78 905 1
733 950 2
276 439 2
995 825 1
190 984 1
77 199 1
101 706 1
932 182 2
585 106 1
543 489 2
109 497 2
780 636 2
881 691 2
148 909 2
697 1 1
287 137 2
46 390 2
675 461 1
42 370 1
397 729 1
750 151 2
633 380 1
359 711 2
211 636 1
997 104 1
735 169 2
21 518 2
439 22 1
72 767 1
514 701 1
519 47 2
395 473 1
879 911 2
132 827 2
61 86 2
842 322 1
91 67 1
404 728 2
907 280 1
285 240 1
716 90 1
758 712 2
138 279 1
923 875 2
234 987 1
671 581 1
312 949 1
887 346 1
992 119 2
132 635 2
631 707 1
313 738 2
466 407 1
116 34 2
344 921 2
852 723 1
827 284 1
812 130 1
537 407 2
634 655 1
406 749 1
974 614 2
728 155 2
938 943 2
528 122 2
293 53 1
895 217 2
744 423 2
223 708 2
494 728 2
411 931 2
30 26 2
447 963 2
538 98 2
494 471 2
801 158 2
44 717 1
667 121 2
686 875 1
397 982 1
309 485 1
956 617 1
201 666 1
392 94 2
770 818 2
689 321 2
441 978 1
351 760 1
708 411 2
883 196 2
464 459 1
545 913 2
89 639 1
618 801 2
774 677 2
666 575 1
761 726 2
958 68 2
11 751 2
712 860 1
993 169 1
92 786 1
290 4 2
545 270 1
576 741 2
784 908 2
403 822 1
337 640 2
375 804 2
362 987 2
388 127 1
804 785 1
844 227 1
758 181 2
598 427 2
913 379 2
142 475 2
925 280 2
426 462 2
644 340 1
785 923 1
358 461 2
15 139 1
404 185 1
21 377 2
470 153 1
438 77 1
427 488 2
498 903 2
333 144 2
95 444 2
678 891 2
182 158 1
407 639 2
984 45 1
566 542 1
721 766 1
986 625 2
547 155 2
835 171 1
976 352 2
435 946 1
209 805 1
345 399 2
476 985 1
7 277 1
659 603 1
83 919 1
369 167 2
47 169 1
967 32 2
882 617 2
885 210 2
314 574 2
138 363 2
837 269 1
207 704 1
944 311 1
320 694 1
12 604 2
816 776 1
346 620 1
191 181 1
654 770 1
154 378 2
379 6 2
313 726 2
194 279 1
908 511 2
103 541 2
102 619 2
163 866 2
279 103 1
277 909 1
360 801 1
467 784 2
532 113 1
314 155 1
271 601 1
550 364 2
33 897 1
933 418 1
396 320 2
379 485 1
894 257 1
836 304 1
584 825 1
456 42 2
980 201 2
929 23 2
497 254 1
194 317 2
880 298 1
963 470 1
585 416 1
463 604 2
352 14 1
291 307 2
465 542 2
916 729 1
584 766 2
606 286 2
577 320 2
579 835 1
27 16 1
851 719 2
29 441 1
347 404 2
177 588 1
888 107 2
428 650 2
259 367 2
112 465 2
641 206 1
499 915 1
272 497 1
841 733 1
426 731 1
209 501 1
263 450 1
37 570 1
524 462 1
364 26 1
982 650 2
754 927 1
262 477 1
359 318 2
355 447 2
594 430 2
990 960 2
717 503 2
866 550 2
886 476 1
646 4 2
730 158 1
470 78 2
329 836 1
395 939 1
366 422 2
512 997 2
861 736 1
861 159 2
512 413 1
841 24 2
280 714 1
53 629 2
380 400 2
573 407 1
751 242 1
187 545 1
770 224 2
981 854 2
902 458 1
467 280 1
941 890 1
398 222 1
400 458 1
466 783 2
501 36 1
320 98 2
504 267 1
482 963 2
440 445 2
797 926 2
261 294 2
112 512 1
726 848 1
999 23 1
267 579 2
185 760 1
474 372 1
452 866 1
458 243 1
182 172 2
8 507 2
30 343 1
406 781 1
383 589 2
837 727 2
423 911 2
346 425 1
169 590 2
575 296 1
398 264 2
900 762 2
299 804 2
609 557 1
241 950 2
303 834 2
622 168 2
275 5 1
720 245 2
815 435 2
256 293 1
677 144 2
356 589 2
269 776 2
528 369 1
367 608 1
192 560 1
